customer_tweet_id,support_tweet_id,customer_text_clean,support_text_clean,suggested_intent,intent_label,escalate,escalate_reason,reference_reply
1131529,1131530,"- if I buy a seat in the emergency exit aisle, and get moved because I have a wrist brace, who do I speak to about a refund?",The refund should be processed automatically but we'll be happy to take a look here. Please DM your six letter record locator.,SeatingAndBoarding,,,,
2233607,2233606,"I understand that there are things that are outside of an #airline's control, but the lack of communication definitely isn't. you're failing beyond belief. Crew member is a no show &amp; you have no backups. #disrespectful #CustomerExperience",Our apologies for the inconvenience. We'd like to have a closer look into your experience. Please send a DM once your trip is completed.,SeatingAndBoarding,,,,
390535,390536,Of course. We've been in the air 10 hours! Can't be fixed apparently,Thanks for letting us know about this. We'll be sure to reach out to the appropriate team to make sure it's checked.,FlightDelaysAndDisruptions,,,,
2493096,2493095,"is it “let’s be a pain in the ass night to passengers?” Train your flight attendants not to be rude, or just don’t hire them.",We're sorry for any rudeness from our team. We always want to take excellent care of you on board.,SeatingAndBoarding,,,,
1736562,1736561,Does anyone know how much is a checked bag at,"In majority, the first checked bag costs $25 each way. However, it depends where you're going. Here are details:",BaggageIssue,,,,
2459542,2459540,today my hubs &amp; I flew &amp; paid to upgrade to 1st class. We boarded first &amp; the 1st 5 were stopped to place our carryons in holder. Although all fit we forced to gate check &amp; pick up @ baggage claim. On board we many ppl after get on w/ larger bags. #unhappycustomer,"On full flights, our agents may request to gate check your bag to avoid a delay in boarding. We're sorry for the inconvenience.",BaggageIssue,,,,
1159651,1159650,I called. There's apparently nothing that can be done. Feel very helpless in this situation.,We don't ever want you to feel this way and assure you our ticket counter agents will do everything the can to help you out.,CustomerServiceComplaint,,,,
1573228,1573226,revamp your commercials they are fraudulent in nature you don’t CARE in fact your agents s are some of the worst imaginable,"We see your DM, Karen and will respond to your comments there.",CustomerServiceComplaint,,,,
2924154,2924152,"Sitting here in ORD on my way back from LHR, watching an the MSP flight before mine leave. Yet despite there being available seats, I can’t even pay to get on the earlier flight?!?! 3 different answers from 3 different agents. Tired, frustrated, and jet lagged. 😩😩","Our apologies for any confusion. When one has checked bags on an international flight, standby on an earlier flight is not an option.",SeatingAndBoarding,,,,
1097082,1097081,I sure hope the plane from philly to chicago is delayed,"We'll keep our #fingerscrossed, Katelynn. Let us know if we can assist with rebooking.",FlightDelaysAndDisruptions,,,,
205410,205409,"Oh #Chicago, you look fabulous tonight!",You captured a beautiful sunset with our tower in the foreground. We sincerely appreciate your #loyAAlty!,ComplimentOrAppreciation,,,,
664562,664564,"WiFi is super slow, no way I could stream a movie. 😕😕","Our apologies, Jade. In the future, you may ask our friends and they're super helpful and quick to respond.",DirectAssistanceOrDM,,,,
1487230,1487229,why does it take a millennium for my bag to arrive?,Our team's working as quickly as possible to reunite you with your bags. We're so sorry for the extra wait tonight.,BaggageIssue,,,,
985626,985625,day 4: you guys havent managed to find my carry-on. This is great. You guys are responsible for my belongings!,Our team is working on it for you. Please work with them directly at 800-535-5225 if the items need to be replaced.,BaggageIssue,,,,
2591137,2591136,Enjoyed another upgrade from SFO to MIA. Thanks ! #executiveplatinum hoping for #conciergekey this Christmas. #travel #airtravel #travelskills,We always love having you up front with us! Hope you have a great rest of your week.,ComplimentOrAppreciation,,,,
824142,824140,"Horrid service(s) from this afternoon at ORD. Changing the boarding time minutes before flight, and terrible customer service.","Our apologies this was your experience. We know that boarding on time is important, and try to avoid last minute changes.",FlightDelaysAndDisruptions,,,,
522785,522783,"my boyfriends plane is delayed 1.5 hours. you tell them get off plane, then to sit back down, then told them to get off again.",We'll gladly check on the latest update for you. What's the flight number?,FlightDelaysAndDisruptions,,,,
291922,291920,will keep the $763 we already paid 4 more expensive tix. No refund 4 rebooking cheaper tix for Mar. due 2 #TropicalStormNate,"We have your DM and will answer you there, Mindy.",TicketingAndRefunds,,,,
920581,920580,". As an ExecPlat resident of SXM, so thrilled 2 see AA#2219 has landed + will take off today! Thanks for flying day1 post-Irma.","Laura, we're so happy you're with us this Tuesday afternoon. We're doing all we can to ensure we return to normal operations soon.",GeneralFlightFeedback,,,,
303242,303244,Y’all reply faster when it’s public vs DM... 🤔,We see your Dms and will be responding shortly.,CustomerServiceComplaint,,,,
2111195,2111197,thaks for the update. It actually oped a little earlier so even better. 😊,Happy to hear that!,DirectAssistanceOrDM,,,,
2358556,2358555,"What’s the point? Already know it’s going to end in disappointment. If I wanted to fly a budget airliner, I’d fly Spirit.","We're always improving, Matt. Your comments are important to us and help us be better.",TicketingAndRefunds,,,,
471020,471019,employee looked at me and told me to go to if I wanted a flight.,Discrimination has no place at American Airlines. Please meet us in DM with your record locator and more info.,GeneralFlightFeedback,,,,
1327965,1327964,THIS IS FUCKING MISERABLE,Please let us know if you need some help!,CustomerServiceComplaint,,,,
768302,768303,You know what's awesome? When the lady at the check in REFUSES to talk to you about your bag...,We count on every team member to follow our standard bag policy in place.,BaggageIssue,,,,
779638,779636,is there any special reason I’m unable to check-in for my flight ahead of time? First time this has been an issue.,We're happy to take a peek at what's going on. Please DM your record locator and the error message you're receiving.,FlightDelaysAndDisruptions,,,,
1535883,1535882,Tried to apply for an card. The website didn't work and the person I called couldn't understand me. #aadvantage #citi,Please continue working with Citi!,DirectAssistanceOrDM,,,,
455755,455757,Sadly it's just the start 😝,Then we'll call it a Champagne toast to a great travel adventure!,ComplimentOrAppreciation,,,,
375139,375138,why am I group 5 if I’m gold? Isn’t gold group 4?,"That's correct. DM your record locator, we'll take a peek at what happened.",CustomerServiceComplaint,,,,
215455,215452,flying #americaneagle ! Hoping to get the bags.. fingers crossed 🤞! #DesMoines,Your bags are in #GoodWings with us Poornima!,BaggageIssue,,,,
1658412,1658411,Sent,We have your DM and will answer you there.,DirectAssistanceOrDM,,,,
2844777,2844778,"After retrieving my forgotten purse from reception area Gate A10 PHX , gate agent refused to reboard me. Gave my seat away to standby. Great work you just separated a mom from 2 minor children already on the plane. #aateam Happy Thanksgiving",Oh no! Did you ask to speak with a supervisor? Please DM us your record locator.,SeatingAndBoarding,,,,
1861019,1861018,"Thanks Delighted you came good for me! The difference between try &amp; triumph is just a little ""umph"" Great offer to replace bag!",Glad to hear our #AATeam got this taken care of Michael. Only the best for you.,BaggageIssue,,,,
1814578,1814577,"Hi, what time do the check in desks open for AA99 to Chicago please, my son is hanging around waiting.",The ticket counter opens at 5a!,FlightDelaysAndDisruptions,,,,
2575536,2575535,Thanks for the fun trip west. CLT-SEA-PHX-CLT. See you Monday for sunny TPA. #americanairrocks,You bet! See you on Monday.,ComplimentOrAppreciation,,,,
2148623,2148625,"Heard that one before. Don't worry about it, I'll just drive two hours to the next closest airport next time.",We know you're ready to be on the way. Updates can be sent to your phone by signing up here:,FlightDelaysAndDisruptions,,,,
1797877,1797875,I didn't get the memo that #Cubs gear was mandatory today on my flight home. #chicagocubs #headinghome,"Oh no, we don't like it when that happens. You may have to carry a Cubs hat in your carry-on just in case for your next trip!",ComplimentOrAppreciation,,,,
2864235,2864233,EPIC FAIL!!!! We know planes break but swap it out and have crew ready. An 8 hr delay at DFW is flat out disrespectful to your passengers... #stillwaiting,"We completely understand that this is frustrating, Sarah. We'll have you wheels up in about half an hour.",FlightDelaysAndDisruptions,,,,
1468651,1468650,"Awesome flight 2240 from MIA, pround to be an AA crewmember #AmericanAirlines",What a lovely pic! #flyingintothesunset,GeneralFlightFeedback,,,,
2642311,2642310,y'all fuckin up bruh.,How can we help? Meet us in DM with your record locator and more info.,CustomerServiceComplaint,,,,
879013,879012,what percentage of your domestic flights have power outlets? 🔌,"We wouldn't be able to provide you with a percentage, but this link with let you know which planes offer them:",GeneralFlightFeedback,,,,
954390,954389,"Update from - still no email with refund information, no email with voucher information, and no email with survey info.",Please give us the time that we've given you so that info can become available and we'll get back to you ASAP.,DirectAssistanceOrDM,,,,
290570,290572,Looking to fly to Florida which airline should I use? or or !!!,We'd love to have you on board to go and enjoy some fun in the Florida sun!,GeneralFlightFeedback,,,,
893204,893205,Thanks for the info. Is my brother who is in a wheelchair by himself in SJU for 11 hrs total going to receive a partial credit or something?,Please meet us in DM with your brother's name and any additional details so we may further assist.,TicketingAndRefunds,,,,
466935,466934,"Flight 989 MIA-MVD is a bad joke from you AA. Delayed almost everyday, cancelled at least once a month!",Flight 989 has backed out from the gate and will be wheels up soon!,FlightDelaysAndDisruptions,,,,
2258642,2258640,if I missed my flight cause you couldn’t get my valet tagged bag out and missed my connection and won’t provide a hotel #platinumstatus #shitairlines,We're sorry for the delayed bag. Please check with our airport team for available options.,BaggageIssue,,,,
210843,210844,None of that is true. I'm on the plane. There is no maintenance crew and now we've been told to rebook flights.,"Please meet us in DMs with your record locator, so we can check available options.",SeatingAndBoarding,,,,
155505,155507,I feel you are missing the point. I'm saying your measurements at the airport are consistent with my measurements. I'll bring a measuring tape to the airport but in the meantime I had to buy a last minute ticket because of this. I sure hope your measurements aren't off l...,"Please be sure to include any protruding wheels in the measurement, as they have to fit in the bin space as well.",BaggageIssue,,,,
270400,270398,#Yankeefans I need updates stuck in waiting for flight to Pittsburgh. WiFi service is horrible in #LaGuaridia,"We're glad to see you're now on your way. It's currently NYY 0, CLE 4.",ComplimentOrAppreciation,,,,
413220,413222,I wouldn’t consider any other airline. #loyAAlty,Have a great week! #fAAmily,GeneralFlightFeedback,,,,
1221151,1221149,"On hold for 45 minutes, can you help me ?","We always want to help as much as we can, what's going on?",DirectAssistanceOrDM,,,,
1159065,1159064,thx for getting me home a day early — and waiving fees! Much appreciated.,"We're happy to be able to help get you home, Damon. We appreciate you, too!",DirectAssistanceOrDM,,,,
454771,454769,We actually fly tomorrow morning from Quito to Miami and then to London Heathrow 👰🏻🤵🏻,We hope that you have a #fAAnatstic honeymoon!,GeneralFlightFeedback,,,,
1642805,1642807,"And that link doesn't help. I had to file a lost baggage claim in Newcastle, with the connecting airline. You guys haven't helped at all.",DM the claim number and we'll check on this for you.,BaggageIssue,,,,
1783577,1783576,please can you tell me where I can find the Record locator on my details?,"If you have your boarding pass, it's in a small box labeled ""PNR Code."" Do you have your flight number, date of departure and full name?",DirectAssistanceOrDM,,,,
2554142,2554144,Not sure what DM is. I'm at gate C17 in PHL,"If you'll follow us, then you can send us a Direct Message.",DirectAssistanceOrDM,,,,
554277,554280,"Now they are de-planing us..: thanks for the inaccurate information , always a pleasure.","We're showing a departure time of 4:30p. We'll keep you updated of any changes, Daniel.",CustomerServiceComplaint,,,,
380799,380797,hire flight attendants that can show up to work on time..,"We'll have you in the air as soon as possible, Joseph.",FlightDelaysAndDisruptions,,,,
1665415,1665414,we finally got on our flights and I was served mouldy bread. #notimpressed,That's not what we like to hear. Meet us in DM with your record locator so we can pass this along.,GeneralFlightFeedback,,,,
2507598,2507597,"hi! I booked flight thru Expedia, AA operated by BA &amp; had trouble requesting vegan meal. Can you help? Thanks!","Sure, we'll take a look. Please DM your record locator.",TicketingAndRefunds,,,,
1770740,1770739,"Can you please explain, or show me where, I can find clear answers on how EQM's are calculated? ""To calculate final EQMs earned, the multiplier for airline &amp; booking code flown is applied to this base."" Doesn't answer that ? when you don't know the multiplier?",We have more details that give you a better overview on how EQMs are earned. Take a peek thru,TicketingAndRefunds,,,,
2321703,2321702,"Bt tickets early to get flight &amp; seats nded.AA bumped us to a different flight,screwed up our plans.Totally screwed.","We've sent you a DM with more info on options, Renee. Let us know how we can help.",FlightDelaysAndDisruptions,,,,
568012,568011,Miami bound. It’s a beautiful world. #TheView #Real #blueskies #ocean #clouds,"Thanks for the cool picture, Pauline.",ComplimentOrAppreciation,,,,
930096,930094,The only bad thing about red eyes is what the hell to do all day/night. any way to standby on an earlier flight? REQBTQ,Standby isn't an option at this time but we can recommend maybe an eegee's Scary Berry? Have one for us!,GeneralFlightFeedback,,,,
2673477,2673479,on twitter? i cancelled it with 24hrs refund. but noticed my last year flight was charged more too.took a pic for this time to proof.,You're welcome to share your pic with us in DMs if you'd like for us to take a closer look.,TicketingAndRefunds,,,,
2344210,2344208,Why would you slate a plane without entertainment for a cross country flight?,We know it's important to stay charged up. We're adding more and more outlets to be sure you have all the power you need.,SeatingAndBoarding,,,,
1853136,1853129,"gate agent lies, cs rep lies as well. LaGuardia staff needs help.","We always want to be honest and transparent, Eric. What's going on? Please let us know if we can help.",CustomerServiceComplaint,,,,
779013,779012,my luggage didn't look like this at takeoff.. how do you beat the living sh*t out of a suitcase like this?,"Please see our Baggage team at the airport. They can look into this closer for you, Dan.",BaggageIssue,,,,
710139,710137,How can I do this ?,You should be able to attach it using your AAdvantage account number thru our app.,DirectAssistanceOrDM,,,,
540488,540487,My last 5 flights on have been old US Airways clunkers 😒 #HorribleLuck #MakeAmericanGreatAgain,"We're always updating our fleet, Ryan. Click here to see what's coming to you.",GeneralFlightFeedback,,,,
2061308,2061306,It's actually amazing how much racism I've experienced on this morning for sitting with a friend. Like genuinely amazing.,We don't tolerate discrimination of any kind. Please share details and your record locator. We want to look into this quickly.,CustomerServiceComplaint,,,,
1607135,1607137,I'm now told it is oversold and there is no way to get on so I will stick with original flight. Different answers from different people!,"We're sorry for any miscommunication. We're here if you need us, Brad.",TicketingAndRefunds,,,,
316701,316700,Thanks for the warm wishes!,You're very welcome!,ComplimentOrAppreciation,,,,
374581,374580,"Great... Even though they were packed in a metal pumpkin Halloween decor, not fragile, you also messed up? It takes skill to mess up metal 👎",Please continue working with our Baggage team for updates on your claim.,CustomerServiceComplaint,,,,
566438,566437,"Hey , one of your wonderful customer service agents just told my wife “There’s nothing we can do. That’s just how we roll.” Next year I fly .","We're sorry about that. What's going on, Michael?",GeneralFlightFeedback,,,,
1962368,1962366,"Got disconnected after investing 36 mins on hold with so to avoid this again, can you please figureout why I can’t check in on📱","We'll certainly try. What's the error that you received, Chris?",DirectAssistanceOrDM,,,,
1278282,1278281,Been trying to resolve an issue with for almost a month - customer service is horrible #AmericanAirlines #notthathard #silence,"We understand how that could be frustrating. We're here to listen and help if we can, Stephen. Please DM us the details.",CustomerServiceComplaint,,,,
1098751,1098750,it's amazing I am not even flying your airline and I am still reminded your employees are worthless.,"That sure isn't how we want to be remembered. We're here for you anytime you need us, Chris.",GeneralFlightFeedback,,,,
514210,514207,Really on flight 5737 I️t takes over 1 hour to get your bag at DFW. Horrible service,"We're glad you've been reunited, and truly apologize for the wait.",BaggageIssue,,,,
296529,296531,Cheers. What's the cost on the day for one extra bag each?,"The 1st bag charge is $25, the 2nd is $35. A 3rd bag will be $150 and each bag can weigh up to 50 pounds.",BaggageIssue,,,,
2481107,2481106,can I please DM someone dealing with some CS issues,"We're following you now, DM us anytime.",DirectAssistanceOrDM,,,,
978788,978786,. flying from NAS. Forced to check bag due to drone. Charged $25 for bag. Have BOTH Citi &amp; Barclays cards &amp; wouldn't waive #help,It looks like your card isn't linked to your account. Please give our AAdvantage experts a call for assistance:,BaggageIssue,,,,
1594704,1594703,That’s even with priority and first class! Solid FAIL!!,"We know waiting is far from ideal and we apologize, Daryl. Thanks for your patience today.",CustomerServiceComplaint,,,,
402341,402340,Deadheading FAs literally pushing customers out of the way so they can board first. Pushing first class bags back so theirs up front,We understand how that could be frustrating and will be sure to forward your feedback to our leaders in Flight Service.,SeatingAndBoarding,,,,
2302781,2302783,My assistant is talking to a rep and they’re wanting to charge him a fee to book over the phone. Fix your website or don’t charge me a fee!,Sorry about that Ryan. Feel free to give our web support team a call for help:,DirectAssistanceOrDM,,,,
2292381,2292379,I just want to be able to pay for baggage online . That’s all.,We currently don't have that as an option. We hope to welcome you on board!,BaggageIssue,,,,
2331237,2331236,ok cool because I'm trying to fall in love,"You never know, maybe #LoveIsInTheAir today?",ComplimentOrAppreciation,,,,
594151,594149,You’re right. Mitchel was the best. He needs a raise. Totally took care of me.,We love hearing this and know he will too. We'll make sure he's recognized for a job well done! #AATeam,CustomerServiceComplaint,,,,
2063045,2063043,we have reserved a flight and will now lose the rate and usage of the evoucher,"We'd like to look into this for you, please DM the record locator you have reserved.",TicketingAndRefunds,,,,
2065624,2065623,Tricky weather BNA to ORD. Thanks to excellent crew for keeping us informed &amp; safe. 3312 Truly professionals.,Nothing is too tricky for the best pilots in the biz! We're glad to hear you were well informed and professionally taken care of. #AATeam,ComplimentOrAppreciation,,,,
1240643,1240646,taller than avg pgers shouldn’t have to purchase x legroom to use a laptop or avoid constant knee contact with row ahead.,Those seats are also provided at the gate for no cost. We always want our customers to have a comfortable experience on board.,SeatingAndBoarding,,,,
1767106,1767108,I have my segments (EQS) posted from my 05Nov2017 trip but the one from 02NOV2017 is not yet posted. Why?,"It can take up to 15 days to post. If you don't see them after that Nov 20th, please send a request for the credit at the link above.",DirectAssistanceOrDM,,,,
1261523,1261522,I get it sometimes planes change and seating has to change but what happens when you purchase a premium seat! Refund! Bet not!,A refund would be processed if you didn't sit in a comparable seat after the change.,SeatingAndBoarding,,,,
663041,663040,"I've never have have had a punctual flight with AA, maybe one day..","That's not the record we want to have. Please let us know if you need an update, we're here to help.",GeneralFlightFeedback,,,,
511922,511921,your new #flagshiplounge in #mia is #amazing!!,We're so glad you're liking the great new lounge in MIA!,ComplimentOrAppreciation,,,,
490978,490976,". I'm traveling with my family on Christmas day on flight 4641 to Raleigh, returning on New Years Day on flight 4357. Can you confirm to me that pilots have been assigned to these flights please?",We want to keep families traveling this holiday season. We expect to avoid cancellations.,GeneralFlightFeedback,,,,
770585,770584,😭 why did you decide not to put my makeup &amp; hair kit on flight 1617 LAX &gt;VEGAS,"You're super beautiful without it, for sure. Our airport team will track it down for you, and have it sent right out to you.",GeneralFlightFeedback,,,,
2285855,2285854,Direct messaging now with a request. We will see if they are as awesome as on #socialmedia.,We love to help whenever we can! #AAwesome,DirectAssistanceOrDM,,,,
333722,333723,Thank you but I am heading to Pitt for the game 😊,Enjoy it! Have a great evening.,ComplimentOrAppreciation,,,,
1273792,1273791,". and just in case you prefer kittens, here is a very appreciative kitten for you. 🙏🏻","Thanks, Caroline! We love our furry friends.",ComplimentOrAppreciation,,,,
2972130,2972129,getting ready to fly from Bangor to Philand Flight attendent Robert already has us laughing! Funny guy AA4779,We have the funniest crews in the biz and love hearing our #AATeam is keeping you lAAughing. We'll pass along your thanks to him.,GeneralFlightFeedback,,,,
722247,722248,"People standing in this line for over an hour, maybe a good idea to provide enough staff?","Sorry for the wait, Niles. We're working hard to get you taken care of as quickly as possible.",CustomerServiceComplaint,,,,
2280149,2280148,"told me to cx flight bc weather, didn’t reinstate miles. I wrote, AA says call. I call, AA says prefund. I prefund, AA says call. I call, AA says closed.",Please DM your record locator or ticket number and we'll be happy to take a look.,TicketingAndRefunds,,,,
1415420,1415418,no overhead bin space GTFO so I have to pay to bring a carry on size bag either way??? I already spent all my money on this flight,"We have several options available, Rose. Please take a look here:",BaggageIssue,,,,
1194840,1194839,time after time your flights are delayed because your flight attendants are not on time!#notgoodenough #badservice,"Our team may be delayed on an incoming flight, Ed. Please share your flight number, if we can help with an update.",FlightDelaysAndDisruptions,,,,
464545,464544,Thank you to the flight crews of flights 1636 and 5281 for two great flights today. I appreciate all your hard work.,"We loved having you on board, Todd! Hope to see you again soon.",GeneralFlightFeedback,,,,
139232,139231,Happy #wingfriday everyone. Taken on my flight from ORD to BOS on Weds 😊 #avgeek,What a fantastic #AAmericanView! Thanks for sharing the view from your window.,ComplimentOrAppreciation,,,,
955761,955760,Flying while pregnant can be awful. The flight attendant on AA1194 really went out of her way to make sure I was comfortable.👍👍,"Congratulations, Nichole! We'd love to thank her for you. Please DM the locator and her name if you have it.",GeneralFlightFeedback,,,,
2784919,2784918,We aren’t even allowed to use the rest room. It’s getting close to an hour now since we landed.,"If we're on an active tarmac, our customers must remain seated. We'll have you to your gate shortly.",FlightDelaysAndDisruptions,,,,
1623037,1623039,Thanks guys 😃 yeah Ill try your website first 😎. Can't wait to watch your planes again today 😃 if the clouds clear up 😉,"You're welcome, don't hesitate to tweet us if you need us!",ComplimentOrAppreciation,,,,
2466239,2466238,hey AA was just on a long International flight and you guys messed up my special meal. Can we correct this for my return flight so I don't have to eat crackers for dinner?,That's not what we like to hear. Meet us in DM with your record locator and meal preference.,GeneralFlightFeedback,,,,
867730,867728,"So if our reservation is showing this, we get a carry on plus personal item...? (I’m trying to win a bet. 😉🙂)","We'd like to take a closer look, to be sure. Could you DM us with your record locator?",BaggageIssue,,,,
2256958,2256959,"The outstation was not set up to handle an IRROP situation in a competent manner. In the end, the ticketing agents were shouting at each other in frustration, whilst the agent pointedly thanked be for being an Executive Platinum customer with American.",We're glad you've secured a boarding pass and are good to go. We're truly sorry for the frustration today has caused you.,CustomerServiceComplaint,,,,
1566210,1566212,You won’t check me in to the Alaska flight you booked me on &amp; tell me to check in with Alaska but they do not recognize your record locator,We're responding to your DM. Please check it in a moment.,DirectAssistanceOrDM,,,,
414107,414106,"Hey , tell me why your policy is to serve premium seat customers LAST on","Please let us know if we can help in someway via DM, please include your record locator.",SeatingAndBoarding,,,,
724328,724330,"My 5 flights were done with the same bagpack i had. And i was charged only on my flight back home. I did, lax dfw aus las and back to lax.",Our agents also monitor the dimension sizes of your personal items to verify that it can fit under your seat.,BaggageIssue,,,,
181860,181862,Is it possible to upgrade my flight?,We can take a look at options for you. Meet us in DM with your record locator.,TicketingAndRefunds,,,,
2197337,2197336,"My bro is going to , prices are deceptive and 20 mins in and it’s been a bad experience, that’s why I travel with","We appreciate your loyalty, Yasmarie!",TicketingAndRefunds,,,,
1365056,1365054,wants FOUR HUNDRED DOLLARS to check my golf clubs round trip from Pittsburgh to Wilmington NC. Hilarious. Hello !!,Your clubs can be counted as your checked luggage. Please meet us in DMs so we can provide more information.,TicketingAndRefunds,,,,
540480,540479,Ready for my flight to Chicago. So glad it’s not South West!,"We're ready for you too, Nolan! Enjoy your refreshing beer and we'll have you on your way very soon.",GeneralFlightFeedback,,,,
205518,205517,"Try understating, then POSSIBLY u could overdeliver. Pilot says we'll b early, then 20 min on tarmac 2 wait 4 gate. #JustShutUp",It's our goal to get you on your way as close to schedule as possible. Thanks for your patience.,FlightDelaysAndDisruptions,,,,
1578644,1578642,wrote you about my birthday/retirement flight. Leaving in an hour. Any chance an upgrade on the connection?,"Please check with our gate agent there to see if that's a possibility. Happy Birthday, Scott!",GeneralFlightFeedback,,,,
1355810,1355812,That number seems to be the one whenever someone doesn't want to care,We do care and assure you that everyone there is eager to help you. You can also share your formal feedback here:,CustomerServiceComplaint,,,,
886079,886078,SFO is a mess today. Azenith at check in was very helpful! 🙂Thanks for the help with my change situation!,We're glad to hear the Azenith helped turn this around. We'll pass along your compliment. #AATeam,DirectAssistanceOrDM,,,,
1663374,1663376,It never happened for last 3 years that I am flying each Monday.,We're always reevaluating our routes and schedules. Your feedback is definitely appreciated.,FlightDelaysAndDisruptions,,,,
1824134,1824133,Daughter's flght from DAY to PHI late. Bumped from stndby on flght to PVD. Missed flight to Scotland. Next 1: 2 days. WTF AA,We're so sorry to hear that happened. Please check with our specialists at 800-433-7300 to see if any earlier flights become available.,FlightDelaysAndDisruptions,,,,
597486,597485,"Credit where credit is due, had an excellent experience w rescheduling after a booking snafu. Thanks!","We love hearing you had a great experience, Jorge. We can't wait to share the skies with you soon!",TicketingAndRefunds,,,,
1642204,1642203,", Flight 1536 LAX-Den just told passengers (including my stupid expensive First Class ticket) to go purchase food and drinks for",We've more info regarding this in which we'll share with you in DMs.,TicketingAndRefunds,,,,
