customer_tweet_id,support_tweet_id,customer_text_clean,support_text_clean,suggested_intent
582337,582336,"Clear skies and friendly smiles! What more do I need! Happy holidays, dear friends! Let’s finish this year off strong! ❤️✈️❤️","It's a beautiful day for flying, for sure! Happy holidays to you, too, Mitchell.",FlightStatusOrDelay
2594627,2594626,I OBVIOUSLY DID THAT. I WAS TOLD I WONT HAVE IT TILL TOMORROW OR LATER. HOW IS YOUR MISTAKE GONNA SCREW ME OVER?????????,Give our baggage team a call at 800-535-5225. They can check on incidentals which you can be reimbursed for to help with your interview.,FlightStatusOrDelay
284102,284101,"She &amp; Bob &amp; Debbie at CLE were all great - helpful, apologetic, friendly, &amp; accommodating. We appreciate it, even if we couldn't fly with you today!",Thanks for sharing this with us. We'll get this sent over so they can all be recognized for a job well done.,FlightStatusOrDelay
2792440,2792439,De cuando me urge contactar a la gente de para cambio de reservación y el sistema te da tooooodas las opciones menos esa.,"We're happy to assist here, Carlos. Just send us a DM with your record locator and details about the change you'd like to make.",FlightStatusOrDelay
50981,50980,"If can find a way to let me watch game 7 while flying home tonight, you will be my airline for life","You can check to see if you have wireless streaming option available, Andrew. Click here for info",FlightStatusOrDelay
2040657,2040656,These calls are recorded for quality assurance. I can tell right now that there was no quality in my recent call. #AmericanAirlinesIsTrash,"We don't hate you at all, it's the quite contrary since we care about you. Please DM your record locator and we'll try our best to help.",FlightStatusOrDelay
256854,256856,I DM’d my record locator. Been in the Rebooking line at MIA over 2 hours.,Thanks for sending a DM and your record locator. We're taking a look at it now and will respond in just a few.,FlightStatusOrDelay
1049499,1049498,It's been 72hrs since I left my iPad on 622 at the . I'm sick to my stomach over how impotent they are to help.,"We see our team is still trying to locate the item. Once we have more information, we'll let you know.",FlightStatusOrDelay
1191202,1191201,your MSP counter for priority makes us feel anything but...,"We're sorry, Becky. We count on our agents to always deliver top notch service to all our customers. You are a #priority to us.",FlightStatusOrDelay
259577,259576,"Never had worse service in my life on an airline, way to go 2555.","This concerns us, Vince. What happened today?",FlightStatusOrDelay
2295204,2295202,Hey you lost 40 people’s luggage and haven’t given us any type of update.,"We'd like to get you an update, please DM your record locator, or bag tag number.",FlightStatusOrDelay
1309501,1309499,"and here we are, in LAX, 11 hours delay to Hong Kong! No guarantee of hotel reservation there by AA! No menu dining in business! And Executive Platinum level does not help at all! Great way of treating your loyal customers!!",We always want your travels to be outstanding with us. Please follow us and DM your 6 letter record locator code for follow up.,FlightStatusOrDelay
303242,303244,Y’all reply faster when it’s public vs DM... 🤔,We see your Dms and will be responding shortly.,FlightStatusOrDelay
540488,540487,My last 5 flights on have been old US Airways clunkers 😒 #HorribleLuck #MakeAmericanGreatAgain,"We're always updating our fleet, Ryan. Click here to see what's coming to you.",FlightStatusOrDelay
1143354,1143353,Apparently doesn’t respond to tweets either. Horrible service!!!,"We're here around the clock, responding to all the tweets we can.",FlightStatusOrDelay
844608,844606,To be clear im not mad at any one person. But the convention i paid to be at is starting now and im in a motel 6 several states away,"We're sorry for the long travel day, we always want to be able to get you to your destination on time.",FlightStatusOrDelay
2801714,2801712,it’s ok for your reps to state they are hanging up and yet you want a $200 fee to support that employee and your exemplary service!? Refund and book elsewhere! Poster child rep hung up on wrong girl.,"We expect our team to always be professional and courteous, but it sounds like we were unable to help. Is there something we help you with?",FlightStatusOrDelay
714840,714842,You're taking me to in December! Can't wait. :D xo,Napa Valley is definelty a great place to #WineDown. We can't wait to see you aboard!,FlightStatusOrDelay
1111534,1112830,You’re missing the point. The upgrade was provided! I was moved to 1F an hour before take off. I was downgraded as I was boarding.,The 500-mile upgrade may have cleared at the same time as the First Class ticket was sold. Our apologies again.,FlightStatusOrDelay
890924,890922,"Missed int'l connection for maintenance, will arrive 24h late, stuck in LAX for 8 h and little help from",Our sincere apologies for the disruptions to your travels. We know we can't bring back time but see that vouchers have been provided.,FlightStatusOrDelay
343179,343177,Officially stranded in #Chicago. But with views like this even I can't be too mad ... but imma need my hotel reimbursed - stat.,"That's a beautiful sunset, Rita. We're so sorry that you're delayed. Please work with our team at the airport.",FlightStatusOrDelay
2127763,2127765,"Assume that you’d didn’t get the extra 140 characters yet to say... so here’s 10,000 airmiles and gold status to make up for it","It may be possible for our crew to change your seat to get you a window, but if we're unable to, they'll still take great care of you.",FlightStatusOrDelay
2762297,2762296,"Should I be concerned that on the site, my reservation says ""Please call to book your trip. Contact Reservations, or call your travel agent to ticket and pay for your trip.""",We can check on this if you'd like. Meet us in DM with your record locator.,FlightStatusOrDelay
286482,286480,I put my KTN on my reservation and checked in but no precheck. Can you help please? ORD-EWR today,"Yes, we can! Please send your record locator, KTN info and your date of birth via DM with a follow.",FlightStatusOrDelay
474645,474647,Already did! Still no update,"As soon as more info is known about your bag, the file will be updated. We're sorry you don't have your things with you yet.",FlightStatusOrDelay
178549,178548,We can't write this stuff. It just happens in real life. #travel #flying #yoga #seatbelt,Now that's an interesting way to pass some time during a flight. #airplanepose,FlightStatusOrDelay
2887860,2887859,thaaaaank’s 🛫🥂,You're welcome and it's great to have you with us. Are you headed anywhere fun or work this morning?,FlightStatusOrDelay
340251,340250,i have an emergency and need to change a ticket to a diferent name for health reasons can you help !!!,"We're happy to take a look, Leo. Please meet us in DM with your six letter record locator and what you need to change to.",FlightStatusOrDelay
1161787,1161786,"I've sent a complain to yesterday and I just received an automatic message, I'm still waitting their answer 1-25560221652","We'd like to look into this. If you give us a follow, we'll get back with you via DM once we have more information.",FlightStatusOrDelay
834511,834510,Time lapse departure DEN to CLT red eye 1:20 am 10-13-2017 Working hard! #RampLife 😜❤️✈️🛫,Very cool Christine! Looks like some busy bee's getting you ready to go.,FlightStatusOrDelay
2116442,2116441,So what is preferred about? Group 8 boarding and no extra legroom????,Preferred seating are spots in the more highly desired areas of the cabin. Our apology for any confusion.,FlightStatusOrDelay
1850315,1850313,A 2 flights story: first - it lost my luggage with all diabetes medicines second - it broke my new suitcase The worst company!,"We're so sorry to hear that happened, Gabriela. Did you file a report with our baggage team when you arrived? Please DM your claim number.",FlightStatusOrDelay
1826387,1826385,I tap on the windshield to get the pilots attention they oblige knowing they are carrying ME! (something special in the air),"Welcome aboard, Patrick, and tap on our windshield anytime. We love it when you get our attention!",FlightStatusOrDelay
2663099,2663098,A lot of unhappy folks will be complaining to about 2821 after a 5 hour delay and counting. Total mess!,We're sorry for the frustration this caused. We're working hard to get you on your way.,FlightStatusOrDelay
1638045,1638043,"💜✌🏻🚀🦄 (@ American Airlines Admirals Club - in Miami, FL)",It's going to be another fabulous flight and we're just as stoked as you're. #travelAAdventure,FlightStatusOrDelay
709650,709648,"why not just give us the truth about flt 1135 rather than delay after delay, your EPs are getting super frustrated",We're sorry that we haven't provided more updates. Our mechanics are still on board and we're waiting for more info.,FlightStatusOrDelay
2431735,2431732,When are you bringing peanuts back?,We don't have any plans to serve peanuts. We appreciate your feedback.,FlightStatusOrDelay
2394811,2394809,Missed my presentation via . Career highlight? 🚽,Our apologies that this happened. Please work with our airport team for possible options to get in sooner.,FlightStatusOrDelay
305375,305374,looking to book flights stay away from American horrible flights and customer service. Customer not first,That's not what we like to hear. We hope you'll reconsider and give us another chance.,FlightStatusOrDelay
1037810,1037809,forever having issues man! 😤😤😤,We're glad to see you've arrived at your destination. Our apologies for the unexpected wait this evening.,FlightStatusOrDelay
539327,539326,Where is co-pilot for AA #679 FLL to CLT? 1.5 hour delay-and counting. What comp will AA offer pax affected by AA buffoonery?,"Mark, we know your time is important. Feel free to DM so we can look at your travel experience once you arrive at your final destination.",FlightStatusOrDelay
1691100,1691098,Our tickets show 14D and 15D,Please work with our airport team for any last minute openings.,FlightStatusOrDelay
1530189,1530191,Yes and continue to be on the line 4 transfers after requesting supervisor 10 minutes . Still no supervisor. More suggestions?,"We know it's frustrating waiting to speak to the right person, but for privacy reasons, you need to work with them directly for assistance.",FlightStatusOrDelay
2713483,2713482,KDVPSX,We're going to take a closer look at your travel and will get back with you soon.,FlightStatusOrDelay
298130,298132,Sometimes life happens eh?,We can understand your frustration and our airport folks will get you on a flight as quickly as they can.,FlightStatusOrDelay
2525648,2525646,If wants to honor my miles I’ll gladly switch. It’s a nonstop shitfest with,Please give our Baggage team a call at 800-535-5225.,FlightStatusOrDelay
2442698,2442696,. need help asap,We're right here! What's going on?,FlightStatusOrDelay
2737009,2737010,As u should be. But why doesn’t the board say “boarding?”,It should move over to boarding once it starts. We appreciate your feedback and will share it with our team.,FlightStatusOrDelay
337072,337074,Help.. help does not answer in the call center...,"Where are you calling from, Jose?",FlightStatusOrDelay
1850909,1850911,We emailed the information 2 days ago. The experience is sickening. 😔,Our team responds to everyone as quickly as they can and we appreciate your patience.,FlightStatusOrDelay
962790,988487,I used the time lapse feature for the first time during take off. I’ll try again in the future with steadier hands &amp; record the entire climb,We love seeing our bird soar through the clouds! Thanks for always flying with us.,FlightStatusOrDelay
2814083,2814081,Please provide email contact.,"He can reach out to us here, if he prefers.",FlightStatusOrDelay
1772044,1772042,CHI✈️CLE turn the damn air condition 3058 while we wait man,We're sorry for the warm cabin today. We see that you're on your way now and our pilot will have it cooled off shortly.,FlightStatusOrDelay
2642311,2642310,y'all fuckin up bruh.,How can we help? Meet us in DM with your record locator and more info.,FlightStatusOrDelay
2555810,2584621,#SayNoToAnimalTrophies,"Since 2015, American has banned the transport of animal trophies. We have no plans to change our policy.",FlightStatusOrDelay
352449,352450,How bout customer service #stoptherunaround,"We always want you to receive the best assistance possible, which would be speaking directly with an airport supervisor, regarding this.",FlightStatusOrDelay
201818,201817,Nonsense,We're expecting an update at 12:30p. Our apologies for the wait.,FlightStatusOrDelay
987437,987436,"Happy &amp; friendly club attendants Kori and Tracy at B/C Admirals Club in PHL made my morning! ✈ Kudos, ladies and keep smiling!",We just love Kori and Tracy! We're so glad they made your morning. Thanks for the kudos. #AATeam,FlightStatusOrDelay
1576620,1576618,I can give you the number to the bar I’m at if you would like to call and take care of this tab,"We wish we could help with the drinks, but we don't have that option.",FlightStatusOrDelay
2872968,2872976,AA 2408 DFW to ATL departure time 6:35,"We appreciate the feedback and rest assured, we'll let our team know about this. Our apologies, Doyle.",FlightStatusOrDelay
1995612,1995611,I fly home toady from my dad's funeral. my boss sent beautiful flowers. Will agents allow extra carry on given circumstances?,"We're sorry for your loss. We don't normally allow extra carry on items, but you're welcome to as our agent upon arrival for any exceptions.",FlightStatusOrDelay
2015850,2015849,"AA1456, 18-Oct: PHX to SNA-Outstanding, professional service from 1st Class cabin FA Michelle - pass on my compliments! #AATeam",It will be our honor and pleasure to share your high praises with her! #AATeam,FlightStatusOrDelay
1468651,1468650,"Awesome flight 2240 from MIA, pround to be an AA crewmember #AmericanAirlines",What a lovely pic! #flyingintothesunset,FlightStatusOrDelay
2164836,2164835,They had to call the police because of angry passengers. #dontflyAA,We're so sorry for the delay in getting your bags out to you. Our team's working quickly to reunite you.,FlightStatusOrDelay
1708106,1708105,It would be nice if didn’t consistently shaft every customer that doesn’t cave into using their credit card.,"We strive to give everyone a great experience. We're very sorry if it didn't feel this way, Bjorn.",FlightStatusOrDelay
720090,720088,need your help to confirm a rebooked flight! Sending record locator inbox. Iberia didn't find my reservation.,"We'll take a look at the reservation, and reply to your DM soon.",Miscellaneous
1359546,1359547,"Once again your ""customer no service"" has caused me to book another airline, as well as try to rework today's flight",We always do our best to provide excellent service and see you're booked for tonight. How can we help you?,Miscellaneous
1613923,1613925,Please do as they were so lovely and made for a fun flight.,Consider it done!,Miscellaneous
2481095,2481093,Flight AA583,Our apologies for the long wait. Please speak with our airport team for other flights that may be available.,Miscellaneous
567247,567246,Thank you I had the best service from Tyrone on flight 159 Ashley and Tyrone are the best flight attendants for American air ♡♡♡♡ great flight,"Way to go, Ashley and Tyrone! We love getting shout-outs for our #AATeam. Please DM us your record locator and we'll pass along your kudos.",Miscellaneous
1249551,1249550,wouldn't grant a 12-day ext. on my canceled-flight credit. What purpose does this policy serve other than driving cust. away?,"We're not able to extend the validity of ticket, Brendan. We offer a year from booking to start travel.",Miscellaneous
2562503,2562502,"No questions, just a best of luck for this weekend — boarding my flight to Homestead in 20 minutes.","Thanks for flying with us today, Trey. Have an AAwesome flight!",Miscellaneous
460408,460407,nice touch by the FA up front on flight 299 from FLL to DFW.,We have the best crews around! Did you happen to get the FA's name? We'd love to pass your appreciation on to our team. #AATeam,Miscellaneous
2258870,2258868,"Disappointed! Bad advice from customer service AA0739 PHL to BOS delayed, made me run ALL the way to Terminal B for a flight that left already","We know missing a flight can be frustrating, and we apologize for any confusion. Our airport team will be happy to assist you further.",Miscellaneous
309612,309609,Why give a menu for your flight when you only get the vegetarian option.. so much for this 5k flight.. never again,"We're sorry you're unhappy with us, David. We hope you enjoy your food on board.",Miscellaneous
2317280,2317279,. I called u many times/spoke to ticketing agent about my lost wallet. U said u didn’t have it. Now a month later I get this!,We're glad to see it's been found Dan. Please continue working directly with the number provided to get reunited.,Miscellaneous
1002998,1002996,why should I pay extra for a premium seat when you flight attendants let anyone move into it for free? Just another ripoff.,We encourage our team to keep customers in their assigned seating. What's your flight number?,Miscellaneous
1079278,1079280,Then please cover the cost to have my award flight be completed with British Airways on the original dates I purchased.,"If what's available no longer meets your needs, we can refund the ticket for you. Please continue to work with them directly.",Miscellaneous
1268550,1268549,Stuck on flight# 1763 for over 2 hours. I need to fart please send help,"Yikes, that sounds uncomfortable. Please check with a crew member to see if you can step off the plane for a bit.",Miscellaneous
1435214,1435212,it's almost 10am but my 8am flight AA910 has still not left. They made us get off and go through security 2x to pass the time,We're experiencing a maintenance delay and will be headed out soon. Thanks for your patience with the delay.,Miscellaneous
1165895,1165894,My wife has been trying to get to Newark for 2days. Bham&gt;chicago&gt;charlotte every where she goes her flight is canceled.,"Ryan, we're concerned she's not at her destination. Let us know if we can help and provide her flight info via DM.",Miscellaneous
408947,408946,Also inflight movies/games/tv shows at no charge for a short flight? Go,"Congratulations on your recent marriage, Robert! Thanks for the chance to take good care of you on such a special trip, too.",Miscellaneous
2829222,2829224,"All the airlines stated that they would price gouge on plane tickets to and from the #USVI are doing just that. your prices from BOS to STT &amp; SJU are way too high! I know this is ‘peak’ season, but you know that people are suffering. #dobetter","Fares are based on availability, if you give our team a call we'd be happy to see what we kind find for you.",Miscellaneous
870563,870561,still waiting on my refund for both tickets for flight HKRQIH. Your refund status page isn't working,Good news. Both tickets have been refunded now. It generally takes 7-10 days for funds to settle.,Miscellaneous
824142,824140,"Horrid service(s) from this afternoon at ORD. Changing the boarding time minutes before flight, and terrible customer service.","Our apologies this was your experience. We know that boarding on time is important, and try to avoid last minute changes.",Miscellaneous
181924,181923,Thanks for our wonderful flight! Flight 1309 delayed and then delayed and then delayed some more. Why did you board us on the plane!!!!??? Been sitting on the tarmac for an hour,"There was a delay with the bag loading, we're showing a departure time of 7:45p. Thanks for your patience.",Miscellaneous
888768,888767,Urge you to consider starting an ORD (Chicago) to BOM (Mumbai direct flight! Should be a breeze filling it up!,You never know what routes and schedules could pop up next.,Miscellaneous
722236,722235,"If I change my flight you charge me $200. You changed my flight for no reason, So I'm gonna send an invoice for $200. That's fair.","Your flight was changed due to your tight connection. We're sorry that your trip today didn't go as planned, Travis.",Miscellaneous
