customer_tweet_id,support_tweet_id,customer_text_clean,support_text_clean,suggested_intent,intent_label,escalate,escalate_reason,reference_reply
2743496,2743495,"never mind that I'm supposed to be at my destination for work. Really poor service, reminds me why I never fly with them. #shitservice",We'd like to see if we can help. Please DM us your record locator and we'll take a look.,Complaint,DirectAssistanceOrDM,yes,Severe distress or strong negative sentiment requiring human empathy and discretion.,We'd like to see if we can help. Please DM us your record locator and we'll take a look.
2741125,2741124,"AA730. Yet again exceptionally poor value. When you get it right you're good. but when you get it wrong your (very high paying) customers suffer the consequences. Dont have the problems on domestic, been riding 730 / 733 for years and its rarely a good flight.",Our #greAAtestflyers deserve the best and we're so sorry to hear otherwise. Please share more details with us via DM.,Complaint,CustomerServiceComplaint,no,Standard informational inquiry addressable by automated guidance and policy links.,Our #greAAtestflyers deserve the best and we're so sorry to hear otherwise. Please share more details with us via DM.
391844,391842,"Your rep, Jacki, here at ORD helped me get home tonight. Thanks for the response!",Jacki is the best! We're happy she was able to get everything worked out for you and we'll pass your kudos along. #AATeam.,ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,Jacki is the best! We're happy she was able to get everything worked out for you and we'll pass your kudos along. #AATeam.
717266,717265,- any plans to add a chat feature to your customer service options? Real time connectivity when flying would be a plus! #thanks,"We're always looking to add options, but that's not in the pipeline right now. We're here 24/7 to help while you're flying.",ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,"We're always looking to add options, but that's not in the pipeline right now. We're here 24/7 to help while you're flying."
2305360,2305362,Thanks! I checked in online. It didn't have an option to select how many bags I wanted to check in. Do I just go to the counter and request a bag check in?,"Yes, our team at the airport will help get your bags checked in at the airport.",ComplimentOrOther,BaggageIssue,no,Standard informational inquiry addressable by automated guidance and policy links.,"Yes, our team at the airport will help get your bags checked in at the airport."
903873,903875,Apparently my previous reply was stuck as sending for the last month. I apologize. New DM sent. Thanks!,"Hey no worries, expect a response from us soon.",ComplimentOrOther,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"Hey no worries, expect a response from us soon."
2215453,2215452,AWESOMESAUSE! Thanks for the reply !,"You bet, Tom. How was your vacation in Kona?",ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,"You bet, Tom. How was your vacation in Kona?"
932389,932388,"The crew on flight 4749 CLE➡️PHL was amazing, and quite the lookers, too. Thanks !",We have a greAAt and good looking #AATeam! Thanks for flying with us.,ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,We have a greAAt and good looking #AATeam! Thanks for flying with us.
2814098,2814097,Thanks,Please try again in a bit.,ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,Please try again in a bit.
611740,611739,captain sun chu and first officer were awesome yesterday on flight 254 ogg lax. Thanks for being so informative and thanks to the first officer for serving,We have the best team in the business! We'll pass along your compliments to our #AATeam.,ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,We have the best team in the business! We'll pass along your compliments to our #AATeam.
2916795,2916793,It looks like my flying dreams are coming true sooner than I thought 😃 this is the bag I would take with me with just my iPad and my file folder thingy (That's what I call my pocket organizer 😂) . Any specific rules on the size of the bag? Thanks 😃,"Your carry-one needs to be 45 inches or less, length plus width plus height. You can also have one smaller personal item.",ComplimentOrOther,BaggageIssue,no,Standard informational inquiry addressable by automated guidance and policy links.,"Your carry-one needs to be 45 inches or less, length plus width plus height. You can also have one smaller personal item."
1071579,1071578,thanks for making up for the delays!! I’ll definitely be using those advantage miles!,We're happy to help! We look forward to seeing you again soon.,ComplimentOrOther,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We're happy to help! We look forward to seeing you again soon.
2283864,2283863,Just arrived &amp; had to say THANKS to . is stunning on cover of,"Thanks for flying with us today. Great to hear enjoyed the article and you're right, she's stunning!",ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,"Thanks for flying with us today. Great to hear enjoyed the article and you're right, she's stunning!"
1570524,1570523,Big thanks for stranding me in Dallas so I missed my uncle's funeral! #AAsucks #theydontcare #weneedcompetition,We're so sorry for your loss. Please DM us your record locator and we can check on the status of your flights.,ComplimentOrOther,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,We're so sorry for your loss. Please DM us your record locator and we can check on the status of your flights.
477282,477280,thanks so much for helping me lose 6 hours with my only grandchild!!!!,We know the time with your grandchild is important. We'll get you there as soon as we can. Thanks for your patience.,ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,We know the time with your grandchild is important. We'll get you there as soon as we can. Thanks for your patience.
290013,290010,Thanks we wold really appreciate it if that could be done. . We love America air lines,"We can certainly look over your reservation with you, please share your record locator in DM with additional flight details.",ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,"We can certainly look over your reservation with you, please share your record locator in DM with additional flight details."
2920880,2920879,"2 trips on this wk, 0 on-time arrivals. Nice job. Thanks.","On time flights are always the plan, Chip. We appreciate your understanding with any later than scheduled arrival.",ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,"On time flights are always the plan, Chip. We appreciate your understanding with any later than scheduled arrival."
34804,34803,"Thanks - this picture doesn’t even do it justice! And our purser on this flight is the best - efficient, sweet and friendly!",Great to hear they're taking excellent care of you and will be sure to pass along your praises to our leadership team! #AATeam.,ComplimentOrOther,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,Great to hear they're taking excellent care of you and will be sure to pass along your praises to our leadership team! #AATeam.
2283554,2283553,Technically St Kitts is overseas. Big ocean. Lots of water. ... And to think I was nice enough to give y’all all my data by signing up for membership and getting a credit card. And buying this vacation package through AA. It’s ok. I understand.,We didn't mean to disappoint you. We value your business very much. Here's more info on card benefits:.,FlightStatusOrDelay,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,We didn't mean to disappoint you. We value your business very much. Here's more info on card benefits:.
1130779,1130778,what the hell are you doing about the 100s of ppl grounded out of flights from Grand Rapids MI? #FigureItOut #NoExcuses,"We'll be glad to check on your flight number, Nate. Please share more info with us via DM.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"We'll be glad to check on your flight number, Nate. Please share more info with us via DM."
2388150,2388149,because of you I am sleep deprived. I am using from now on. #GimmeNoMoreExcuses,That's not what we like to hear. We hope you'll reconsider and give us another chance.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,That's not what we like to hear. We hope you'll reconsider and give us another chance.
2529387,2529389,How do I claim my fare back?,You can use this link with your ticket number:.,FlightStatusOrDelay,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,You can use this link with your ticket number:.
1113709,1113711,Three people not cutting it. Many people going to miss flights,Our team is working hard to help our customers. We recommend to arrive a minimum of 90 minutes before departure:.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Our team is working hard to help our customers. We recommend to arrive a minimum of 90 minutes before departure:.
1087947,1087945,Yet another example why you are the of airlines 💩💩💩,We'd like to take a closer look at this and would like for you to please DM us your record locator.,FlightStatusOrDelay,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,We'd like to take a closer look at this and would like for you to please DM us your record locator.
1076531,1076529,Yeah awesome towel! Only for flights or can I get one somewhere?,They have only been on special flights!,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,They have only been on special flights!
2970862,2970860,Hey should I be worried about my trip to New York in a few weeks?,This is an important time of year from travel and we fully plan on operating our entire schedule.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,This is an important time of year from travel and we fully plan on operating our entire schedule.
1478930,1478925,unbelievable...u ban customers for complaints...WOW,Your comments concern us. Please meet us in DM with your record locator and details.,FlightStatusOrDelay,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,Your comments concern us. Please meet us in DM with your record locator and details.
2605058,2605057,"hi, i have a question about your baggage policy and sent it to you through DM","Thanks, we're taking a look now and will respond there shortly.",FlightStatusOrDelay,BaggageIssue,no,Standard informational inquiry addressable by automated guidance and policy links.,"Thanks, we're taking a look now and will respond there shortly."
2233579,2233578,"8 more flights before #PlatinumPro status. That’s 90 flights this year on alone, kids. Bring on those First Class upgrades! #frequentflyer","Nice, so close! It's been great sharing the skies with you and you're going to love #PlatinumPro status. #LevelUp.",FlightStatusOrDelay,SeatingAndBoarding,no,Standard informational inquiry addressable by automated guidance and policy links.,"Nice, so close! It's been great sharing the skies with you and you're going to love #PlatinumPro status. #LevelUp."
664850,664849,also like to commend the wonderful landing. I think I compressed two vertebrae in my neck on that one. #learningtofly,"Sorry about the extra wait this evening, we see you've got wheels up now. Thanks for your patience.",FlightStatusOrDelay,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,"Sorry about the extra wait this evening, we see you've got wheels up now. Thanks for your patience."
2014435,2014434,Lol? How is that funny? Seriously- who is in charge of your social media account?,We'd like to send this to the appropriate team for internal review. Please DM the info we requested.,FlightStatusOrDelay,TicketingAndRefunds,no,Standard informational inquiry addressable by automated guidance and policy links.,We'd like to send this to the appropriate team for internal review. Please DM the info we requested.
582337,582336,"Clear skies and friendly smiles! What more do I need! Happy holidays, dear friends! Let’s finish this year off strong! ❤️✈️❤️","It's a beautiful day for flying, for sure! Happy holidays to you, too.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"It's a beautiful day for flying, for sure! Happy holidays to you, too."
2594627,2594626,I OBVIOUSLY DID THAT. I WAS TOLD I WONT HAVE IT TILL TOMORROW OR LATER. HOW IS YOUR MISTAKE GONNA SCREW ME OVER?????????,Give our baggage team a call at 800-535-5225. They can check on incidentals which you can be reimbursed for to help with your interview.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,Give our baggage team a call at 800-535-5225. They can check on incidentals which you can be reimbursed for to help with your interview.
284102,284101,"She &amp; Bob &amp; Debbie at CLE were all great - helpful, apologetic, friendly, &amp; accommodating. We appreciate it, even if we couldn't fly with you today!",Thanks for sharing this with us. We'll get this sent over so they can all be recognized for a job well done.,FlightStatusOrDelay,ComplimentOrAppreciation,no,Standard informational inquiry addressable by automated guidance and policy links.,Thanks for sharing this with us. We'll get this sent over so they can all be recognized for a job well done.
2792440,2792439,De cuando me urge contactar a la gente de para cambio de reservación y el sistema te da tooooodas las opciones menos esa.,"We're happy to assist here, Carlos. Just send us a DM with your record locator and details about the change you'd like to make.",FlightStatusOrDelay,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,"We're happy to assist here, Carlos. Just send us a DM with your record locator and details about the change you'd like to make."
50981,50980,"If can find a way to let me watch game 7 while flying home tonight, you will be my airline for life","You can check to see if you have wireless streaming option available, Andrew. Click here for info.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"You can check to see if you have wireless streaming option available, Andrew. Click here for info."
2040657,2040656,These calls are recorded for quality assurance. I can tell right now that there was no quality in my recent call. #AmericanAirlinesIsTrash,"We don't hate you at all, it's the quite contrary since we care about you. Please DM your record locator and we'll try our best to help.",FlightStatusOrDelay,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,"We don't hate you at all, it's the quite contrary since we care about you. Please DM your record locator and we'll try our best to help."
256854,256856,I DM’d my record locator. Been in the Rebooking line at MIA over 2 hours.,Thanks for sending a DM and your record locator. We're taking a look at it now and will respond in just a few.,FlightStatusOrDelay,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,Thanks for sending a DM and your record locator. We're taking a look at it now and will respond in just a few.
1049499,1049498,It's been 72hrs since I left my iPad on 622 at the . I'm sick to my stomach over how impotent they are to help.,"We see our team is still trying to locate the item. Once we have more information, we'll let you know.",FlightStatusOrDelay,FlightDelaysAndDisruptions,yes,"Medical, injury, or safety-related incident requiring immediate human intervention.","We see our team is still trying to locate the item. Once we have more information, we'll let you know."
1191202,1191201,your MSP counter for priority makes us feel anything but...,"We're sorry, Becky. We count on our agents to always deliver top notch service to all our customers. You are a #priority to us.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"We're sorry, Becky. We count on our agents to always deliver top notch service to all our customers. You are a #priority to us."
259577,259576,"Never had worse service in my life on an airline, way to go 2555.","This concerns us, Vince. What happened today?",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"This concerns us, Vince. What happened today?"
2295204,2295202,Hey you lost 40 people’s luggage and haven’t given us any type of update.,"We'd like to get you an update, please DM your record locator, or bag tag number.",FlightStatusOrDelay,BaggageIssue,no,Standard informational inquiry addressable by automated guidance and policy links.,"We'd like to get you an update, please DM your record locator, or bag tag number."
1309501,1309499,"and here we are, in LAX, 11 hours delay to Hong Kong! No guarantee of hotel reservation there by AA! No menu dining in business! And Executive Platinum level does not help at all! Great way of treating your loyal customers!!",We always want your travels to be outstanding with us. Please follow us and DM your 6 letter record locator code for follow up.,FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,We always want your travels to be outstanding with us. Please follow us and DM your 6 letter record locator code for follow up.
303242,303244,Y’all reply faster when it’s public vs DM... 🤔,We see your Dms and will be responding shortly.,FlightStatusOrDelay,DirectAssistanceOrDM,no,Standard informational inquiry addressable by automated guidance and policy links.,We see your Dms and will be responding shortly.
540488,540487,My last 5 flights on have been old US Airways clunkers 😒 #HorribleLuck #MakeAmericanGreatAgain,"We're always updating our fleet, Ryan. Click here to see what's coming to you.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"We're always updating our fleet, Ryan. Click here to see what's coming to you."
1143354,1143353,Apparently doesn’t respond to tweets either. Horrible service!!!,"We're here around the clock, responding to all the tweets we can.",FlightStatusOrDelay,CustomerServiceComplaint,no,Standard informational inquiry addressable by automated guidance and policy links.,"We're here around the clock, responding to all the tweets we can."
844608,844606,To be clear im not mad at any one person. But the convention i paid to be at is starting now and im in a motel 6 several states away,"Sorry about the long travel day, we always want to be able to get you to your destination on time.",FlightStatusOrDelay,FlightDelaysAndDisruptions,no,Standard informational inquiry addressable by automated guidance and policy links.,"Sorry about the long travel day, we always want to be able to get you to your destination on time."
